GERALDO VASCONCELOS,-19.9583428,-43.9616933
GETÚLIO VARGAS,-19.9358321,-43.9315322
GOIÁS,-19.9248975,-43.9360985
GOITACAZES,-19.9210555,-43.9468115
GONÇALVES DIAS,-19.9300816,-43.9416219
GRÃO MONGOL,-19.9463916,-43.9336657
GRÃO PARÁ,-19.9269035,-43.9228101
GUAICURUS,-19.9152344,-43.9368905
GUAJAJARAS,-19.9239751,-43.9454857
GUARANI,-19.8431546,-43.922812
GUARANIS,-19.8431546,-43.922812
GUITIERREZ,-19.9359661,-43.9594111
GUSTAVO DA SILVEIRA,-19.8941679,-43.9125271
GUTIERREZ,-19.9359661,-43.9594111
G VARGAS,-19.9358321,-43.9315322
H BELO HORIZONTE,-19.9166813,-43.9344931
HEITOR MENIN,-19.9672046,-43.9643537
H MADRE TERESA,-19.8069348,-43.9663608
HOSPITAL EVANGELICO,-19.9166813,-43.9344931
HOSPITAL MADRE TERESA,-19.9166813,-43.9344931
HOSP MADRE TERESA,-19.9166813,-43.9344931
IAPI,-22.7879909,-45.156479
IARA,-19.9137414,-43.9044471
IARA POMPÉIA,-19.9137414,-43.9044471
IGAÍ,-19.9166519,-43.9696088
IGREJA DA PAMPULHA,-19.8583581,-43.9790307
IGREJA DE LOURDES,-19.6918587,-43.9240792
IGREJA SÃO JUDAS TADEU,-19.9166813,-43.9344931
IGREJA S FRANCISCO,-19.8583581,-43.9790307
INCONFIDENTES,-19.956257,-44.0377657
INDEPENDÊNCIA,-20.0207704,-44.029709
INGAI,-19.9166519,-43.9696088
INGAÍ,-19.9166519,-43.9696088
IPIRANGA,-19.8829336,-43.9329484
ITAJUBÁ,-19.9054261,-43.9281353
ITAPECERICA,-19.9083963,-43.9443876
ITOBI DO OESTE,-19.9126553,-43.9968772
IVAÍ,-19.9135907,-43.9974451
JACUÍ,-19.8963836,-43.9352253
JACUÍ IPIRANGA,-19.8823527,-43.933753
JAGUARIBE,-19.8967428,-43.9397148
JAPÃO,-19.9325708,-43.9665435
JAQUES LUCIANO,-19.9053358,-43.9204414
JARDINÓPOLIS,-19.9426951,-44.0038441
J C DA SILVEIRA,-19.8914922,-43.9299673
JK,-19.9451179,-44.0282462
J KUBITSCHEK,-19.9636049,-43.9987026
JOÃO LADEIRA DE SENA,-19.9578278,-43.9650054
JOÃO PINHEIRO,-19.9269676,-44.0018125
JOÃO SAMAHA,-19.8232247,-43.9639107
JOAQUIM MURTINHO,-19.9383803,-43.9458825
JOSAFÁ BELO,-19.9367685,-43.950126
JOSÉ CÂNDIDO,-19.8841795,-43.9160564
JOSÉ CÂNDIDO DA SILVEIRA,-19.8841795,-43.9160564
JOSÉ C DA SILVEIRA,-19.8841795,-43.9160564
JOSÉ RODRIGUES PEREIRA,-19.9690125,-43.9600272
J PINHEIRO,-19.9269676,-44.0018125
J SAMAHA,-19.8232247,-43.9639107
JUIZ DA COSTA VAL,-19.9279689,-43.9157772
JUIZ DE FORA,-19.9245259,-43.953899
JUSCELINO KUBITSCHECK,-19.9708703,-44.0322618
JUSCELINO KUBITSCHEK,-19.9636049,-43.9987026
LAGOINHA,-19.9074647,-43.9448709
LEOPOLDINA,-19.9437595,-43.9412461
LEOPOLDINO DOS PASSOS,-19.8593703,-43.9620758
LESTE,-19.9118844,-43.9395308
LIMOEIRO,-19.9303798,-43.9747292
LOPES TROVÃO,-19.9084766,-43.9307543
LUDGÉRO DOLABELA,-19.9344966,-43.9580135
LUIZ PAULO FRANCO,-19.9745637,-43.9416007
MAÇON RIBEIRO,-19.8188235,-43.9525557
MADRE TERESA,-19.8069348,-43.9663608
MAJOR DELFINO DE PAULA,-19.8788072,-43.9573012
MANGABEIRAS,-19.9546793,-43.9154242
MARANHÃO,-19.9302046,-43.9251248
MARCELO ROBERTO LINHARES,-19.9587091,-43.957851
MARCELO ROBERTO LINHARES ETNA,-19.9166813,-43.9344931
MARÇON RIBEIRO,-19.8188235,-43.9525557
MARGINAL,-19.8683424,-43.9386603
MARÍLIA DE DIRCEU,-19.9342507,-43.9461947
MARIO WERNECK,-19.9714712,-43.9659422
MÁRIO WERNECK,-19.9714712,-43.9659422
MATIAS CARDOSO,-19.9326684,-43.9526146
MATO GROSSO,-19.9233365,-43.948055
MERCADO CENTRAL,-19.9509305,-44.0378744
MERCADO DAS FLORES,-19.9523786,-43.9593808
MESQUITA,-19.9121517,-43.96770970000001
METRO CARLOS PRATES,-19.9178273,-43.9564751
METRO DA GAMELEIRA,-19.9280593,-43.9882412
METRÔ DA GAMELEIRA,-19.9280593,-43.9882412
METRO GAMELEIRA,-19.9280593,-43.9882412
MG,-19.9166813,-43.9344931
MG010,-19.8225656,-43.9450023
MG 10,-19.8130051,-43.9397471
MG10,-19.8130051,-43.9397471
MIGUEL GENTIL,-19.9393773,-43.9936774
MILIONÁRIOS,-19.981427,-44.0020581
MINAS BRASIL,-19.917382,-43.9907452
MINAS SHOPPING,-19.8723203,-43.92516
MINAS SHOPPPING,-19.8723203,-43.92516
MINEIRÃO,-20.0249816,-44.0282462
MINISTÉRIO DA AGRICULTURA,-19.9166813,-43.9344931
MINISTÉRIO PÚBLICO,-19.9166813,-43.9344931
MONTE CASTELO,-19.9458724,-44.0688175
MONTE SANTO,-19.9128549,-43.96398130000001
MONTES CLAROS,-19.9462776,-43.9282347
MONTESE,-19.8358388,-43.9652937
MOURÃO FILHO,-19.8318269,-43.9582307
M TERESA,-19.9891499,-44.0553136
MUCURI,-19.9190712,-43.9273712
MUSEU DE ARTE,-19.8514146,-43.9729094
NILO GAZIRE,-19.9612872,-43.9652411
NIQUELINA,-19.919342,-43.9124724
NORDESTE,-19.8306733,-43.9686657
NOSSA SENHORA DE FÁTIMA,-19.9380501,-43.90670859999999
NOSSA SENHORA DO CARMO,-19.9504377,-43.93709339999999
NOVA GAMELEIRA,-19.9428233,-43.9901497
NOVA SUIÇA,-19.9330673,-43.9779523
NOVA SUÍSSA,-19.9330673,-43.9779523
N S DO CARMO,-19.9436545,-43.9323522
NS DO CARMO,-19.9504377,-43.93709339999999
N SENHORA DE FÁTIMA,-19.9380501,-43.90670859999999
N SENHORA DO CARMO,-19.9504377,-43.93709339999999
N S RA DO CARMO,-19.9504377,-43.93709339999999
NÚMERO 13934,-5.3666364,-49.1120872
OESTE,-19.9383997,-44.0044394
